ROUTE,COST,REVENUE,PROFIT
ABQ-SFO,5139528.9599999925,13434529.120000008,8294999
DFW-RSW,13573914.12000006,21868269.75999998,8294360
LAX-RDU,11793851.71999989,20079185.27999998,8285335
PHL-SAN,8828334.799999954,17096065.92,8267735
LGA-OMA,5750819.199999983,13968676.879999995,8217859
ELM-EWR,2673014.759999994,10885779.0,8212858
LGA-TYS,8006217.27999993,16193018.160000017,8186805
DFW-HRL,2017900.5599999973,10188219.0,8170358
BMI-ORD,3164555.679999979,11329170.0,8164580
BZN-LAX,3503239.919999996,11590615.919999994,8087377
KTN-SEA,7283472.000000084,15353534.079999996,8070056
JAC-LAX,3145183.680000017,11210407.920000004,8065214
BOI-IAH,4107228.2399999816,12165918.079999998,8058692
BUF-DFW,3549194.8800000064,11557571.760000004,8008375
DCA-ROC,5824514.240000004,13832859.600000003,8008348
CAE-IAD,6895314.719999963,14901650.40000002,8006339
DFW-LBB,13822458.479999794,21771058.12,7948589
PDX-PHX,32361201.60000053,40300843.08000008,7939651
LGB-PHX,5573110.200000014,13506918.760000013,7933808
DFW-GPT,4902240.0,12835379.19999999,7933140
DFW-ORF,6887128.16000003,14817492.799999988,7930350
IND-PHX,15852092.799999917,23767224.000000004,7915142
KOA-PHX,6750959.999999976,14644564.479999997,7893607
LGA-MHT,1603453.6000000031,9484480.44,7881023
LBB-PHX,2648428.4799999995,10497550.8,7849123
MIA-SEA,6511175.520000011,14295007.939999998,7783839
DTW-PDX,4971280.120000006,12752683.899999997,7781402
BOS-MKE,7372657.599999949,15139499.960000005,7766840
BOI-PHX,8842574.399999956,16608491.36,7765941
DFW-EVV,4285939.200000012,12044798.88,7758860
SGU-SLC,6917896.319999976,14662677.600000003,7744760
BIL-DFW,3586244.4000000088,11321380.419999998,7735126
MSP-PSC,3384086.1600000137,11095843.680000007,7711759
DCA-GSO,5598147.839999977,13284230.4,7686106
EWR-LAX,66779409.15999832,74461462.03999978,7682011
DFW-DRT,3785957.399999983,11460656.399999997,7674699
ATL-LAS,56240913.600001626,63890525.79999999,7649656
BWI-SLC,7919244.400000038,15550862.92000001,7631613
JFK-STT,3897450.360000005,11517855.36,7620409
MIA-STT,6358413.599999944,13975646.1,7617228
BUF-LGA,7430808.159999912,15035629.680000024,7604818
DFW-ILM,2895105.120000008,10491501.660000002,7596389
COS-LAX,5823490.200000026,13415109.059999997,7591627
ATL-AVP,2304941.2800000026,9863820.120000008,7558878
LGA-ORD,118357250.49998908,125911817.39999996,7554126
BIL-SEA,4828655.999999987,12364754.399999997,7536101
HOU-HRL,7913773.680000084,15422786.64000002,7508990
BNA-CMH,4163783.8800000176,11669224.319999993,7505451
MAF-PHX,2233042.920000004,9737851.44,7504812
SAN-TUS,4681190.600000033,12184166.400000002,7502983
MCI-PHX,19818927.04000022,27321556.820000045,7502608
ORD-SJU,11492300.160000086,18966494.399999995,7474170
CRW-DCA,2801166.959999994,10271461.56,7470289
DCA-MCI,13959017.72000014,21426199.560000017,7467177
GEG-PHX,10069071.9999999,17507494.159999985,7438425
DAY-IAH,3223910.2800000096,10632159.719999988,7408254
CMH-LAX,12231691.199999904,19615811.41999999,7384118
BDL-MDW,5071326.560000007,12401494.199999988,7330168
DEN-OKC,18325565.99999985,25652655.00000001,7327085
DCA-EYW,3276881.1600000025,10593310.799999995,7316422
CMH-PHX,13323895.599999877,20615834.46000001,7291947
ORD-PAH,3170588.8800000143,10407202.080000002,7236619
EGE-ORD,5726536.919999949,12958765.780000005,7232227
DEN-KOA,6546357.839999992,13756868.580000002,7210512
DAY-EWR,2650943.3199999924,9850955.679999998,7200011
DSM-LGA,5138649.120000014,12335074.8,7196429
JAX-LGA,8647000.600000078,15833781.000000011,7186772
MSY-STL,5440652.000000004,12598874.099999992,7158223
HOU-MAF,6051351.119999955,13205942.51999999,7154593
CRW-PHL,1991589.0000000007,9141360.0,7149810
MSP-SMF,3732465.3600000073,10873794.479999997,7141334
DCA-GRR,3471510.239999988,10602616.40000001,7131100
IAH-RIC,3629341.759999984,10750564.52,7121222
LAX-OMA,8883760.000000065,16003962.000000017,7120204
ILM-ORD,2449079.2000000007,9551395.200000005,7102317
MIA-MSP,16074725.679999864,23175369.0,7100588
ORH-PHL,3107961.599999974,10195512.600000007,7087545
PSG-WRG,908947.7599999974,7991063.139999998,7082120
ATL-EGE,3478860.4800000084,10510689.539999995,7031826
DEN-SDF,10631375.360000083,17651538.29999999,7020144
IAH-PBI,3680111.6800000095,10698492.84,7018381
GSO-MIA,3105346.3999999925,10122398.439999998,7017052
ILM-PHL,3703559.51999998,10683233.74,6979666
RAP-SLC,2165092.3199999933,9137901.6,6972805
DEN-MIA,23119758.000000022,30085673.83999998,6965905
PIT-SLC,4542983.999999985,11504409.1,6961421
MIA-RIC,5869549.0,12806927.980000015,6937382
RDU-STL,3095627.520000009,10032562.860000003,6936938
DEN-SHV,2451912.9600000065,9367264.080000002,6915348
FLL-IAD,9153861.179999936,16056337.6,6902474
PIT-SFO,5984885.399999997,12882006.96000001,6897122
HPN-RSW,2994781.1999999974,9890137.879999995,6895358
BOS-DEN,32705455.15999946,39581917.12000001,6876455
DAY-LGA,6587441.160000027,13462312.5,6874877
BWI-CVG,12998976.800000217,19863834.8,6864850
BOS-RSW,36620688.920000434,43481509.92000003,6860741
CLT-SMF,5201986.399999991,12048849.12,6846858
CMH-STL,4373969.160000026,11220562.720000008,6846578
CLT-PDX,4766109.039999981,11590256.319999998,6824143
DCA-MYR,1921032.959999996,8741999.760000005,6820960
ONT-PDX,8775648.639999948,15585423.120000014,6809787
DFW-MLI,5262568.359999971,12071061.22,6808478
MSP-TUL,2252980.799999997,9046607.459999995,6793620
PHL-PNS,2894993.9999999963,9639533.040000005,6744542
EWR-SJU,17927282.559999947,24660107.12000001,6732820
ATL-LNK,1948208.6399999924,8646540.0,6698380
IAH-MTJ,3009853.679999999,9705088.960000005,6695238
BNA-RDU,11189817.759999996,17879247.179999977,6689427
DEN-GUC,1777676.1600000055,8462532.760000002,6684856
CMX-ORD,3263049.5999999903,9945034.320000002,6681986
CHA-DFW,5798555.399999981,12455101.340000004,6656551
DEN-LAX,64326157.55999412,70963717.43999983,6637486
BZN-MSP,6581887.680000021,13217898.36,6636012
DTW-SNA,4086948.799999989,10715472.64,6628523
DTW-MSY,13135482.799999872,19761684.200000007,6626203
DFW-SUX,2885626.79999999,9503276.160000002,6617644
MSP-ROC,2440687.479999994,9057053.28,6616369
DFW-PBI,10219110.880000006,16806103.52000001,6587005
OGG-SLC,4133195.9999999898,10700587.040000005,6567387
FWA-PHL,4786658.799999996,11349591.679999998,6562926
DCA-ILM,1772831.399999997,8328346.4,6555513
HPN-PBI,14580579.840000056,21089238.48000001,6508660
BDL-CVG,2249517.199999998,8743201.500000006,6493685
BOS-ORD,50033941.16000109,56519342.03999992,6485415
DEN-IAD,28111878.79999955,34570942.46000001,6459069
MYR-PHL,3671063.4000000064,10121395.440000009,6450327
AUS-JFK,14018226.299999872,20460144.600000005,6441947
SEA-YKM,5151779.400000018,11584825.799999995,6433051
DFW-SRQ,3622969.400000012,10030851.599999996,6407880
PDX-RNO,6559378.719999973,12962811.6,6403401
GRR-MDW,4046038.9200000335,10441426.099999992,6395385
ABQ-LAX,17090462.439999755,23476288.80000007,6385828
DEN-PIT,12930582.399999896,19315746.8,6385163
BNA-SAN,5997061.399999991,12374572.920000017,6377507
ATL-STT,4213975.799999988,10581688.079999994,6367715
DFW-DRO,3852582.159999985,10198539.999999994,6345935
DEN-TYS,7770852.160000036,14114967.360000003,6344111
ATL-RST,3102630.0800000075,9442983.039999995,6340357
PDX-SJC,29015838.520001363,35340767.45999999,6324893
MDW-MSP,25721041.36000046,32024098.80000002,6303084
LAX-MCO,45602582.48000003,51892026.77999988,6289450
BDL-CLE,2011755.1999999967,8288865.179999994,6277109
PHX-SMF,28372238.800001103,34648145.55999997,6275890
DEN-PHL,27097220.60000045,33371507.520000007,6274296
IAD-PHX,4808445.760000009,11068792.259999998,6260352
BDL-DEN,6309605.220000006,12568785.5,6259180
HNL-PDX,13897171.399999864,20153823.12000001,6256656
DEN-LGA,45117082.40000152,51367038.83999991,6249956
DAY-DCA,7501337.759999948,13717926.25999998,6216581
PHL-SEA,10121952.71999996,16338504.680000002,6216543
BWI-MCI,6078413.31999997,12292416.159999996,6214014
DFW-JAC,5064992.159999991,11239904.119999992,6174915
PBI-PHL,13448269.23999987,19622625.77999999,6174367
ATL-MCO,64458401.43999621,70618341.35999982,6159900
ORD-PNS,4885343.599999981,11041343.279999996,6156004
ONT-SEA,7660640.640000025,13814312.700000005,6153684
DCA-MGM,2388814.040000003,8533074.42,6144253
DAL-TPA,9577391.19999995,15720125.12,6142745
MSN-PHX,4334903.199999985,10398023.64,6063123
MSY-PHL,9198629.199999891,15245415.339999996,6046812
CVG-SFO,9295715.520000076,15339792.479999991,6044076
AMA-PHX,2763692.0800000005,8797921.560000004,6034226
MQT-ORD,1747861.800000003,7739148.080000003,5991285
ALB-BWI,8000579.759999874,13980314.4,5979710
DTW-FLL,27141377.23999951,33100443.299999997,5959074
IAH-LEX,2992176.800000005,8923387.200000005,5931205
BOS-STL,8903602.84000001,14828521.119999994,5924928
MSP-PIA,1760701.0400000052,7677026.0,5916326
GNV-MIA,3120869.51999999,9028012.199999996,5907129
PDX-PSP,6019486.319999965,11923978.319999998,5904492
GEG-ORD,3895268.960000006,9794912.400000004,5899642
CMH-RDU,2478107.7599999984,8368344.399999995,5890232
DCA-VPS,3034771.520000003,8913546.840000002,5878780
AUS-ELP,3005077.440000007,8852043.820000002,5846967
HDN-ORD,2754554.660000009,8594990.480000002,5840424
DCA-FLL,22523979.88000028,28360957.519999973,5837004
CLT-SJU,9698686.0,15507111.24000001,5808408
BHM-BWI,2829372.239999991,8630741.839999996,5801373
MIA-SAN,5484368.679999989,11284953.680000003,5800587
IND-SLC,3455590.599999991,9248932.159999996,5793345
CAE-IAH,3214687.120000005,9007541.739999998,5792850
DEN-FLL,28043092.759999327,33831384.46,5788285
LIH-PDX,5697464.40000001,11468708.0,5771168
DAL-ELP,8380363.920000073,14089729.499999994,5709348
DCA-DSM,2953982.519999996,8661926.16,5707937
BOS-CLT,31764508.159998763,37463899.199999966,5699382
MCO-PHX,21201422.52000017,26885964.55999998,5684552
FLL-PHX,7756416.959999991,13437274.4,5680858
AUS-SEA,6404658.399999979,12076711.600000003,5672057
MKE-STL,4053758.840000015,9725185.239999996,5671425
LAX-SUN,2055613.4400000037,7711615.800000002,5656000
BDL-STL,3231064.719999987,8879549.579999998,5648484
BOS-SRQ,5469496.799999991,11104537.920000006,5635047
OKC-STL,4386277.280000018,10019485.800000006,5633216
JFK-SJU,34784192.40000059,40393088.22000004,5608899
DCA-SLC,4858592.400000004,10467107.199999996,5608514
EYW-ORD,2733721.920000004,8327727.999999998,5594008
ATL-PWM,3108457.599999998,8697678.6,5589212
BUF-MDW,4603389.2800000375,10189130.220000004,5585743
ALB-FLL,6604768.31999998,12189871.080000017,5585091
AUS-FLL,7574106.400000049,13158355.14,5584260
IAH-SNA,15090488.99999983,20671759.360000014,5581265
CLE-STL,4572728.56000002,10138492.199999996,5565760
MSY-PHX,4518404.0,10079549.640000002,5561150
ELP-HOU,6637992.240000039,12188535.480000006,5550504
MFR-PDX,7649443.919999974,13192788.320000002,5543344
DEN-JAX,9522935.140000032,15060860.0,5538006
BNA-LAX,27397339.64000063,32934422.16000004,5537114
HNL-SLC,6672315.7599999895,12202309.7,5529991
DEN-MCI,26613683.78000069,32115483.140000045,5501786
AUS-EWR,8379965.439999971,13877583.840000013,5497627
OKC-PHX,10623457.88000002,16098719.840000004,5475286
BNA-CLE,5278127.359999987,10744178.640000002,5466059
HNL-MSP,6876518.079999995,12335765.4,5459245
LIT-STL,4120398.7199999713,9577486.100000003,5457093
GSP-IAH,4668486.240000017,10112842.440000003,5444355
DCA-GSP,6354040.4800000135,11785277.44000001,5431239
BOS-MSY,10151208.000000078,15580968.240000006,5429760
DEN-ONT,10949012.49999996,16377489.6,5428494
HNL-IAD,4012284.440000003,9437876.639999997,5425594
EWR-PSP,5044834.120000006,10462170.400000004,5417334
MKE-SLC,3217118.999999996,8633125.44,5416012
PHX-SLC,37690756.72000106,43093970.20000013,5403204
BOI-SJC,5328410.399999986,10729483.5,5401039
AUS-MCO,9887583.639999969,15256168.160000011,5368593
FLL-HOU,9843476.239999907,15208212.640000014,5364728
FCA-MSP,3146874.4800000093,8500478.86,5353611
EUG-PHX,2825648.639999999,8158538.299999998,5332894
BIL-PDX,2532382.320000002,7864576.720000001,5332199
ELP-SAT,3905262.719999967,9218268.440000009,5313014
BOS-SAV,4823591.520000007,10135457.279999994,5311861
MCO-SAN,9215624.200000038,14523233.760000002,5307613
MIA-SAV,5026033.600000034,10302773.520000003,5276746
HPN-MCO,8572785.119999995,13840815.599999994,5268028
BWI-PHX,20129082.20000016,25362784.879999984,5233701
CHS-DTW,1870274.9600000049,7079185.92,5208918
AUS-STL,4005125.97999998,9211615.919999996,5206486
BOS-MDT,1395939.600000003,6599643.48,5203699
MSY-SLC,3651228.320000005,8852849.479999999,5201620
BUR-SEA,9789809.280000068,14980919.039999988,5191103
BWI-PIT,5128953.999999959,10290395.920000007,5161446
LAX-MEM,4425510.75999999,9548571.9,5123055
BWI-ROC,5293086.920000015,10396971.62,5103880
DTW-ITH,4339178.160000012,9436056.28,5096877
FSD-PHX,2718078.480000007,7803031.519999998,5084946
ATL-MIA,52756268.880004086,57834408.66000024,5078104
GTF-SEA,2220429.1199999945,7288916.040000005,5068490
ALB-MDW,4224618.000000013,9289965.520000003,5065340
DFW-SJU,5377446.000000018,10442449.919999996,5064998
ASE-SFO,4738238.399999998,9799048.160000004,5060798
ABQ-PHX,22457055.039999057,27514771.19999998,5057803
MIA-SAT,3688693.200000017,8741865.6,5053185
OGG-ORD,5552503.520000011,10582557.2,5030047
CID-DEN,6230325.359999961,11250752.32,5020430
BNA-PHX,13608262.880000109,18628075.159999996,5019809
MDW-SLC,7631397.480000034,12649956.319999997,5018561
DFW-MSO,3531168.000000012,8510628.0,4979436
MDW-MHT,4635524.079999983,9612981.0,4977481
CIU-MSP,1999834.200000006,6971027.439999999,4971196
IAD-OKC,3554555.519999997,8523074.560000002,4968523
IND-SEA,8681561.59999998,13627245.23999999,4945678
PIT-RDU,1665413.120000003,6584020.799999999,4918613
DCA-LAN,1879760.7599999963,6794060.999999998,4914301
EAT-SEA,4069868.879999974,8967227.500000007,4897340
OTH-SFO,1782581.2799999963,6674473.000000004,4891894
MSY-ORD,19636925.620000377,24506628.519999973,4869713
DFW-EYW,2239618.560000002,7108919.839999999,4869305
FLL-MSP,13197068.280000066,18062665.500000004,4865608
PSC-SFO,2031506.4000000043,6894152.599999999,4862646
GEG-LAX,3361518.0000000107,8219579.04,4858061
EGE-IAD,1755211.1999999967,6613084.92,4857874
IAD-SMF,4019097.879999994,8870884.740000002,4851783
DEN-MKE,16785482.87999973,21628630.85999997,4843142
SBP-SEA,2749582.7999999947,7590058.040000003,4840482
GRR-PHX,4960546.319999997,9797246.76,4836698
DCA-TPA,19988562.8799996,24824724.98000004,4836157
ELP-LAS,5320703.16000003,10132451.759999996,4811755
BWI-MKE,5083001.599999973,9892707.279999996,4809706
DAL-SEA,13374556.799999876,18157409.65999999,4782848
ICT-SEA,3792893.59999999,8574496.0,4781668
IAH-SJC,5274186.72000001,10045115.7,4770932
PDX-SBA,2645481.6000000103,7404399.6,4758918
EGE-PHX,1196515.3200000003,5926231.740000002,4729719
PDX-STL,4519581.439999998,9246471.679999996,4726880
DAL-PDX,12762460.15999991,17488464.719999995,4726007
BDL-MIA,3689121.919999992,8412832.44,4723717
ECP-HOU,2089651.920000004,6812721.159999998,4723063
ALB-MCO,11069389.320000034,15742672.159999998,4673308
FLL-SYR,4575484.279999994,9244440.2,4668975
LAX-PHL,42819280.9599994,47466070.09999997,4646795
LAS-TUS,7527995.5200000275,12166393.599999994,4638389
IAD-SLC,3963593.9200000046,8601304.959999999,4637713
MCI-MSY,2938503.600000003,7575480.199999998,4636986
DCA-LIT,3194723.839999995,7830037.399999999,4635310
HOU-TPA,8859503.280000033,13489688.799999991,4630182
LGA-ROA,2222299.7999999933,6850142.399999998,4627840
BOS-SAN,16811404.319999937,21437370.799999986,4625989
CVG-LAX,8946092.0,13559645.360000009,4613549
LAS-RDU,9265972.319999956,13879041.599999996,4613073
MCO-SAT,5749575.719999974,10331328.479999997,4581754
PHX-STS,2059689.360000004,6618330.18,4558636
BNA-ECP,4069949.520000021,8608445.040000005,4538487
PDX-TUS,6041181.159999982,10573858.640000006,4532674
ABR-MSP,3352148.3999999794,7875478.440000004,4523336
DAL-IND,3352318.1999999885,7871445.120000003,4519127
GEG-PDX,15475423.04000032,19993503.31999997,4518086
BWI-SAN,16466092.999999862,20982535.99999999,4516465
BWI-CMH,6887265.160000049,11401452.000000004,4514188
ABQ-OAK,5484628.039999972,9994034.199999994,4509406
SMF-STL,4472726.720000013,8980071.479999995,4507349
IND-MCO,18244187.92000018,22737140.099999964,4492912
KTN-SIT,1189029.3199999947,5674982.539999997,4485949
BUF-MIA,3215258.199999993,7699467.900000004,4484213
DEN-DIK,3249036.639999988,7722868.0,4473788
IND-RSW,12400266.399999851,16872277.200000007,4472025
HOU-JAX,3218321.9199999864,7685334.9,4467019
LAS-LAX,78826623.91999605,83272170.35999998,4445710
DEN-RKS,3440606.3999999724,7870806.719999996,4430199
AVL-IAD,2384594.800000008,6805714.240000005,4421120
MTJ-PHX,2042355.5999999936,6439873.260000005,4397521
DCA-PDX,5619994.0,10017369.760000002,4397374
SAT-STL,5681108.400000035,10070091.5,4388984
ANC-MSP,4637418.799999992,9023217.119999995,4385803
ELP-SLC,2106984.479999999,6491136.820000001,4384148
BWI-CLT,22713649.880000614,27083272.800000057,4369729
KTN-WRG,989474.7200000013,5347301.439999999,4357829
AUS-LAX,20245875.75999992,24602915.20000001,4356986
MSY-SAN,4343472.319999989,8695447.860000003,4351970
ORD-TPA,31660498.300000623,36010715.039999954,4350192
ABQ-MCI,2555050.960000005,6877607.5,4322559
LEX-LGA,2207350.2399999984,6521796.12,4314447
SJC-STL,4479403.800000015,8793019.599999992,4313620
BDL-BWI,11489321.279999992,15789655.440000003,4300346
DAL-MCO,15978726.160000172,20273409.63999994,4294682
DTW-SWF,2879127.2400000067,7172629.26,4293505
FLL-SAT,3650975.800000011,7935298.800000001,4284334
BWI-OKC,3166524.7999999914,7441890.720000002,4275364
LAX-MCI,21386722.99999988,25654397.040000003,4267683
BWI-MIA,9267402.880000006,13532144.640000006,4264745
BRO-ORD,1129136.399999998,5384928.2,4255792
IND-MCI,3704727.160000016,7953852.479999999,4249122
PDX-STS,2134045.5600000024,6371749.44,4237703
MCO-MEM,5209318.400000028,9423006.239999998,4213681
DEN-PDX,28741556.899999663,32952075.060000084,4210471
BNA-PIT,4614135.84000002,8824231.399999997,4210097
MSY-SEA,7986957.520000056,12178696.199999994,4191737
MSP-PSP,3752589.600000016,7943580.819999998,4190987
IAH-RNO,3270174.399999992,7460513.220000002,4190343
BZN-EWR,4212049.199999983,8398151.1,4186104
BNA-JAX,5773576.000000031,9954662.34,4181092
BUF-FLL,10807425.360000055,14977667.07999999,4170239
IAD-LWB,1057418.880000002,5223232.0,4165776
DCA-LAS,5193509.559999987,9357634.439999992,4164129
FLL-PVD,11372776.959999938,15536882.76,4164120
MCO-SDF,4282908.359999986,8446370.36,4163463
MCI-MKE,3780669.599999995,7942302.339999999,4161632
BNA-TPA,11619911.040000085,15779788.279999986,4159870
LAS-MSY,10030940.0,14189897.539999992,4158957
CLT-TUS,1970474.8000000024,6124887.5,4154406
AUS-MSP,5947930.239999973,10100707.380000008,4152770
FLL-ORD,32360379.52000107,36503804.29999994,4143383
DAL-SFO,17850657.43999984,21993733.439999983,4143086
JNU-SEA,5767441.680000031,9907274.0,4139790
LGA-MCO,37778978.0,41896026.47999997,4117072
STL-TUL,4283986.320000022,8384376.000000002,4100381
BOS-CLE,13075109.079999898,17173789.019999992,4098663
ANC-OGG,3118587.2399999974,7216476.299999999,4097890
DAL-SJC,14732552.0,18823009.92000001,4090455
DEN-DFW,43126091.7000009,47211108.5199999,4085124
ATL-MDW,27580579.439999662,31658525.4,4078016
FAT-PDX,4715818.080000012,8786297.119999988,4070472
ATL-BOS,57211265.36000232,61273489.1000002,4062266
DEN-MSN,8738591.959999941,12792237.919999992,4053648
DEN-HYS,2886450.480000001,6932869.839999997,4046427
ABQ-SAN,7472628.960000016,11515100.4,4042468
HOU-IND,3795643.759999997,7835985.0,4040337
HNL-LAX,90587264.5599961,94625514.9,4038345
EGE-MIA,4196149.199999989,8230308.279999995,4034162
SEA-STL,10018561.79999998,14041790.400000008,4023242
BHM-MDW,4326058.400000015,8328003.200000004,4001942
ICT-PHX,3237588.0000000102,7238153.919999999,4000566
MIA-TPA,14271009.440000271,18268644.780000035,3997622
DSM-PHX,11301466.240000086,15297394.379999992,3995931
HDN-LAX,1479377.5800000017,5449307.920000002,3969930
PIT-STL,2685258.160000005,6641651.879999999,3956392
PHX-SAF,1743456.0000000033,5696344.6,3952891
DFW-FLL,28746291.560001,32692968.800000016,3946644
CLE-FLL,10704044.72000006,14642544.940000003,3938481
CMH-FLL,7724313.119999947,11655411.139999988,3931093
ATL-BZN,1849526.399999997,5776711.679999999,3927182
MDW-ONT,4362383.600000009,8278103.639999999,3915724
HOU-TUL,6796099.200000016,10710134.400000002,3914033
BHM-LAS,4423876.72000002,8323492.160000002,3899619
CVG-SLC,5641262.0,9537827.58,3896563
LAS-ONT,8336772.759999976,12217032.320000011,3880237
GEG-SAN,3341591.9199999967,7220861.639999998,3879273
DTW-MQT,2333432.7600000007,6212202.360000001,3878769
DAL-SLC,4025872.199999985,7893479.72,3867603
DCA-MIA,28355213.96000106,32219527.13999997,3864325
DAL-LIT,6409509.120000016,10273620.48,3864105
SFO-SUN,1495084.5599999973,5350954.399999998,3855869
CLE-RDU,1907005.4399999927,5760720.0,3853698
SJC-TUS,5486758.619999986,9340229.079999996,3853478
AUS-BOS,5859569.559999985,9706376.299999991,3846810
DEN-RSW,10519710.499999924,14362960.49999999,3843249
DAL-JAX,3005506.63999999,6844930.600000001,3839437
BNA-PNS,3903461.759999975,7733835.999999999,3830367
CVG-FLL,6680073.599999946,10510108.399999997,3830022
CHS-HOU,3296389.120000005,7122305.160000003,3825913
CVG-PHX,7857901.23999998,11673382.559999986,3815484
LAX-PSP,1582822.8000000038,5383048.0,3800231
SAN-STL,11563591.759999914,15352136.279999996,3788543
BOS-FLL,33485674.88000021,37273290.0,3787475
HOU-MDW,19048099.84000013,22832322.60000001,3784274
MFR-PHX,2699790.7200000063,6471890.720000001,3772102
BTM-SLC,3602670.959999984,7370333.039999992,3767659
CLE-DEN,16315539.679999843,20064485.7,3748927
SEA-SUN,1921401.0,5669711.679999999,3748315
BWI-ISP,6397171.199999961,10130134.800000004,3732964
JAX-MSP,2368614.48,6096159.599999995,3727542
DEN-ORF,5336438.800000007,9055380.000000002,3718928
ATL-COS,2671247.3600000083,6365234.959999999,3693987
BWI-DTW,17385839.679999605,21076979.76000003,3691150
AUS-MDW,6433806.399999989,10119808.580000002,3686000
INL-MSP,2991633.599999981,6672741.020000003,3681107
PDX-SNA,12448391.51999986,16127138.5,3678744
HOU-PNS,2132411.5200000075,5807783.959999999,3675374
EGE-SFO,2474624.519999996,6120904.900000001,3646278
ATL-SJU,17957483.32000034,21599128.760000017,3641647
KOA-PDX,5657806.799999974,9295205.640000004,3637392
DFW-KOA,3751768.799999994,7386661.399999997,3634889
HOU-MCO,12953900.96000013,16582110.89999999,3628177
FLL-LAX,32958142.03999926,36573006.00000003,3614804
CRP-HOU,7475229.080000062,11089037.72000001,3613796
DAL-FLL,10892577.60000001,14505902.400000012,3613336
ABQ-HOU,8246263.320000047,11853732.599999998,3607467
DFW-YUM,945389.7599999994,4538997.399999999,3593607
MDW-TPA,14862308.960000288,18448315.2,3586040
CMH-MCO,15521949.839999828,19098942.50000002,3576990
BOS-BUF,12999299.39999978,16569823.680000016,3570527
DEN-MSY,20716868.84000013,24283924.119999982,3567063
CPR-SLC,3736660.800000025,7296704.520000003,3560044
PHL-RSW,16554230.840000167,20112784.259999983,3558568
ATL-JAC,2631715.199999997,6187049.599999998,3555327
BFL-DFW,1073395.680000001,4628040.919999999,3554645
FLL-PIT,8376714.959999973,11914712.359999992,3538010
DEN-LBB,7192342.56000003,10729084.85999999,3536737
PDX-SMF,20674407.92000002,24206601.61999997,3532208
IAD-MCO,16364894.599999843,19891156.32000002,3526260
CVG-TPA,4581765.520000003,8095321.080000004,3513559
HOU-RDU,3574298.0,7062823.999999998,3488524
DEN-DTW,26523736.84000047,30010110.11999995,3486400
JFK-SAT,6117596.340000021,9602896.140000006,3485294
CHA-LGA,2611146.72000001,6085698.080000002,3474549
CMH-HOU,3377295.680000009,6851195.919999995,3473894
EWR-PHX,36709946.54000041,40181922.88,3471994
MCI-RDU,3330367.040000011,6800102.399999999,3469722
AUS-SJC,8642732.559999958,12097385.999999989,3454650
HOU-SNA,3952477.759999982,7401878.559999997,3449402
JNU-PSG,1041953.800000002,4485681.360000003,3443728
MCO-SJC,4833716.9999999935,8271093.599999996,3437377
GEG-SJC,3026080.800000008,6458606.280000005,3432522
BOS-ROC,7363294.400000088,10793747.22000002,3430466
EWR-TYS,3790219.200000012,7216715.579999999,3426493
DEN-ORD,47884553.92000257,51300155.47999993,3415613
LAS-SDF,5131113.919999999,8527477.920000002,3396366
ITO-LAX,3178072.919999996,6562498.800000003,3384425
AUS-MSY,5419229.199999979,8789492.880000008,3370267
MCO-ORH,3117737.639999986,6476394.720000002,3358660
ATL-JFK,27502416.00000077,30859080.599999912,3356597
PDX-SAN,18713459.519999985,22064451.84000003,3350960
PHX-ROW,2019589.4399999925,5369858.080000001,3350267
CVG-SEA,2803870.0000000023,6115570.440000001,3311701
DRO-PHX,2264132.3400000045,5573947.520000003,3309815
FLL-IND,8959269.400000077,12264800.940000003,3305532
EWR-RSW,26260422.23999938,29552004.02,3291606
FLL-MKE,4324969.480000023,7614955.920000002,3289983
BOS-PDX,5592662.880000014,8882403.84,3289733
GUM-HNL,7631840.599999984,10909533.179999996,3277692
MDW-SMF,4387745.200000013,7652410.320000006,3264661
CMH-DCA,14676538.480000194,17938432.000000004,3261830
RNO-SJC,7387279.19999994,10639000.86000001,3251711
MCO-ORF,4579689.399999992,7826315.980000005,3246633
MIA-PVD,3249187.480000012,6490874.839999998,3241694
DFW-PHL,37115002.59999885,40345810.55999994,3230750
IAD-STT,3870295.920000008,7098451.679999998,3228156
HOU-SJC,3980924.7999999854,7201226.780000005,3220301
BWI-MHT,11226357.239999969,14431744.399999993,3205440
DAL-SNA,3259083.5199999884,6432764.88,3173685
AUS-BWI,4463912.000000004,7622438.160000001,3158522
MCI-STL,7354098.640000057,10512555.719999995,3158451
PHL-SJU,13212547.199999902,16370091.519999994,3157549
ABQ-BWI,4154218.4000000106,7310136.399999999,3155920
MCI-RSW,3605507.499999989,6751618.019999999,3146110
LIH-SAN,3463093.440000005,6573694.680000002,3110597
ALW-SEA,3328279.67999998,6412377.119999999,3084085
MCO-MIA,18043767.0400001,21125486.16000004,3081621
AUS-PHX,12585467.040000193,15663445.19999998,3077986
EAU-ORD,3170275.559999984,6247208.280000001,3076921
MSP-SAN,19780410.72000007,22833820.8,3053401
DAL-ECP,2956461.1199999936,6007688.459999994,3051236
HOU-OKC,8418623.359999962,11467882.340000017,3049270
GRR-RSW,4363129.319999993,7406820.800000001,3043695
DCA-SJU,4319298.160000014,7352867.6000000015,3033553
GEG-LAS,7064026.480000025,10096990.260000004,3032971
