ROUTE,COST,REVENUE,PROFIT
ABQ-SFO,6171003.960000004,13434529.120000008,7263524
DEN-IND,22180932.39999965,29429800.500000022,7248901
CAE-IAD,7656039.719999954,14901650.40000002,7245614
BTV-LGA,5594972.280000037,12838788.840000013,7243822
LGA-OMA,6733244.19999997,13968676.879999995,7235434
DCA-ROC,6604739.240000017,13832859.600000003,7228123
MIA-STT,6757713.59999995,13975646.09999999,7217928
CMH-DFW,12691500.67999989,19892908.79999999,7201407
BNA-SFO,16830980.579999965,24031607.040000018,7200616
BIL-SEA,5180105.999999978,12364754.399999997,7184651
BGM-DTW,5837630.280000012,13017590.299999991,7179956
BNA-CMH,4489958.88000002,11669224.319999993,7179274
DCA-EYW,3420506.1600000034,10593310.799999995,7172797
SEA-SMF,37150682.99999844,44320951.25999988,7170246
CRW-DCA,3117666.95999999,10271461.56,7153789
DFW-EVV,4902814.199999996,12044798.879999995,7141985
BDL-MDW,5293701.56000001,12401494.199999988,7107793
DFW-GPT,5742615.0,12835379.19999999,7092765
BUF-JFK,23531250.759999644,30614620.680000056,7083336
ORD-SJU,11883500.160000091,18966494.399999995,7082970
DAY-IAH,3581585.2800000114,10632159.719999988,7050580
MIA-ORD,49296008.22000158,56345531.68000002,7049496
ELM-EWR,3876014.759999976,10885779.0,7009858
COS-LAX,6432865.200000036,13415109.059999997,6982252
DEN-KOA,6776532.839999992,13756868.580000002,6980336
BOS-PHX,23155847.0,30115849.64000001,6960025
DCA-GSO,6343872.839999964,13284230.4,6940381
ORD-PBI,13874257.700000113,20813606.0,6939191
MAF-PHX,2802367.920000005,9737851.44,6935487
MSP-SFO,30549808.55999957,37474776.54000004,6924991
BTV-JFK,11568310.800000109,18490589.840000022,6922277
IAH-PBI,3778136.6800000095,10698492.84,6920356
MSP-SMF,3957690.3600000073,10873794.479999997,6916110
MSY-STL,5690102.0,12598874.099999992,6908773
AVL-ORD,7646905.280000068,14537453.439999988,6890548
GEG-PHX,10618671.999999896,17507494.159999985,6888825
SEA-SNA,42704698.83999848,49592937.59999995,6888355
CMH-PHX,13730170.599999877,20615834.46000001,6885672
CMH-LAX,12730141.199999902,19615811.41999999,6885668
IAH-RIC,3878866.759999983,10750564.52,6871697
PIT-SLC,4656458.999999984,11504409.1,6847946
GSO-MIA,3306796.3999999906,10122398.439999998,6815602
ORD-SAN,37681605.38000058,44491993.7,6810371
PSG-WRG,1182772.759999999,7991063.139999998,6808295
CRW-PHL,2339138.999999998,9141360.0,6802260
HOU-HRL,8620873.680000078,15422786.64000002,6801893
MIA-RIC,6006949.0,12806927.980000015,6799982
SEA-SJC,49641309.08000194,56428644.71999999,6787321
PDX-PHX,33515226.60000058,40300843.08000008,6785626
ORH-PHL,3427311.5999999736,10195512.600000007,6768195
ATL-EGE,3743085.48000001,10510689.539999995,6767601
HOU-MAF,6442851.119999954,13205942.51999999,6763093
ILM-ORD,2790704.199999997,9551395.200000005,6760692
RDU-STL,3291977.520000009,10032562.860000003,6740588
BOS-RIC,17232671.400000207,23970276.96000003,6737602
DCA-MYR,2010657.959999996,8741999.760000005,6731335
BNA-BOS,22594694.679999765,29317092.05999994,6722480
CLT-SMF,5330236.399999991,12048849.12,6718608
DEN-FAT,11090789.51999996,17764229.019999996,6673453
DCA-MCI,14758142.720000144,21426199.55999997,6668052
MCI-PHX,20691927.04000029,27321556.820000045,6629609
PHL-PNS,3031268.999999996,9639533.040000005,6608267
BOS-MKE,8541832.599999953,15139499.960000005,6597664
CLT-PDX,5006184.0399999805,11590256.319999998,6584068
DEN-SHV,2790237.960000007,9367264.080000002,6577023
ILM-PHL,4109009.5199999767,10683233.74,6574216
CMH-STL,4655294.160000027,11220562.720000008,6565254
MSP-TUL,2491105.8000000007,9046607.459999995,6555495
IAH-MTJ,3175078.6799999983,9705088.960000005,6530013
ATL-LNK,2137508.639999992,8646540.0,6509080
HPN-RSW,3383056.199999997,9890137.88,6507085
MSP-ROC,2606287.479999994,9057053.28,6450769
DFW-SUX,3053851.7999999896,9503276.160000002,6449419
DSM-LGA,5888799.120000015,12335074.8,6446280
FLL-IAD,9624711.179999933,16056337.6,6431624
DTW-SNA,4291923.799999989,10715472.64,6423548
BUF-LGA,8613858.159999905,15035629.680000024,6421768
BDL-CVG,2333292.199999998,8743201.500000004,6409910
DAY-EWR,3443018.319999992,9850955.679999998,6407936
DEN-GUC,2066276.160000007,8462532.760000002,6396256
DFW-SEA,42037068.59999969,48383684.15999987,6346633
JAX-LGA,9507325.600000052,15833781.000000011,6326447
ORD-PAH,4100963.880000015,10407202.080000002,6306244
RAP-SLC,2846692.3199999933,9137901.6,6291205
ATL-STT,4305025.79999999,10581688.079999994,6276664
ONT-PDX,9350748.639999948,15585423.120000014,6234687
DCA-ILM,2095556.3999999969,8328346.4,6232788
LAX-OMA,9780010.000000073,16003962.000000017,6223954
DFW-LBB,15554958.47999979,21771058.12,6216089
BDL-CLE,2076630.1999999967,8288865.179999994,6212234
ORD-SEA,60612154.44000168,66819246.82000002,6207123
DFW-PHX,41936163.19999969,48138896.43999992,6202762
BNA-SAN,6173086.399999989,12374572.920000017,6201482
ATL-DEN,61331002.76000075,67528273.02000017,6197258
PDX-RNO,6770203.719999972,12962811.6,6192576
MYR-PHL,3949163.400000008,10121395.440000009,6172228
IAD-PHX,4908270.760000009,11068792.259999998,6160526
MIA-MSP,17015150.679999862,23175369.0,6160163
OGG-SFO,31400102.839999866,37546037.83999999,6145931
DFW-SRQ,3886144.400000012,10030851.599999996,6144705
PIT-SFO,6750035.399999993,12882006.96000001,6131972
DCA-GRR,4487610.239999989,10602616.40000001,6115000
DFW-PBI,10698960.879999995,16806103.52000001,6107155
BDL-DEN,6478580.220000009,12568785.5,6090205
FWA-PHL,5309183.800000011,11349591.679999998,6040401
BZN-MSP,7217137.680000027,13217898.36,6000762
CMX-ORD,3971649.59999997,9945034.320000002,5973386
DTW-MSY,13793682.79999987,19761684.200000007,5968003
CHA-DFW,6487205.399999966,12455101.34,5967901
PHL-SEA,10388277.719999954,16338504.680000002,5950218
OGG-SLC,4758845.999999989,10700587.040000005,5941737
BWI-MCI,6352688.319999963,12292416.159999996,5939741
DEN-OKC,19719891.000000004,25652655.00000001,5932764
GRR-MDW,4525063.920000036,10441426.099999992,5916360
DEN-PIT,13426107.39999988,19315746.799999963,5889638
LAX-SLC,51418788.60000207,57290270.39999993,5871456
DCA-MGM,2683039.040000006,8533074.42,5850028
DEN-SDF,11819000.36000009,17651538.29999999,5832519
ONT-SEA,8003390.640000025,13814312.700000005,5810934
ATL-RST,3643305.080000008,9442983.039999995,5799682
DFW-MLI,6272818.3599999705,12071061.21999999,5798227
MSN-PHX,4606778.199999989,10398023.64,5791248
DCA-VPS,3127321.520000003,8913546.840000004,5786230
ATL-LAS,58112313.60000163,63890525.79999999,5778256
BWI-CVG,14087676.800000224,19863834.8,5776150
DFW-DRO,4425732.159999988,10198539.999999994,5772785
DAL-TPA,9961091.199999964,15720125.12,5759046
CVG-SFO,9587240.520000078,15339792.479999991,5752551
SEA-YKM,5847554.400000019,11584825.799999995,5737275
MIA-SAN,5567918.6799999885,11284953.680000003,5717037
AMA-PHX,3083717.0799999973,8797921.560000004,5714202
MSP-PIA,1988776.0400000047,7677026.0,5688251
GEG-ORD,4109393.960000008,9794912.400000004,5685517
AUS-ELP,3175027.4400000074,8852043.820000002,5677017
BHM-BWI,2962647.23999999,8630741.839999996,5668098
HNL-PDX,14521246.399999851,20153823.120000005,5632580
BNA-RDU,12250242.760000035,17879247.179999977,5629002
ORD-PNS,5443643.599999981,11041343.279999996,5597704
LIH-PDX,5870939.40000001,11468708.0,5597693
AUS-LAX,31533863.63999924,37086397.40000007,5552482
IND-SLC,3697465.599999991,9248932.159999996,5551469
BDL-STL,3331264.7199999867,8879549.579999998,5548284
DAY-LGA,7923041.160000049,13462312.5,5539277
PDX-PSP,6390211.319999958,11923978.319999998,5533768
LAX-SUN,2184013.440000002,7711615.800000003,5527600
CAE-IAH,3481537.120000005,9007541.739999998,5526000
MKE-STL,4213058.840000015,9725185.239999996,5512126
CMH-RDU,2867507.760000003,8368344.399999995,5500832
CLT-SJU,10020811.0,15507111.24000001,5486283
AUS-BOS,9404235.519999975,14888588.399999993,5484355
PBI-PHL,14149819.239999868,19622625.78000001,5472815
EYW-ORD,2896246.920000005,8327727.999999998,5431483
DCA-DSM,3239282.519999996,8661926.16,5422638
DEN-TYS,8692752.160000037,14114967.360000003,5422211
MSY-PHL,9826079.199999886,15245415.339999996,5419362
HNL-IAD,4045884.440000003,9437876.639999997,5391994
DEN-IAD,29196003.799999543,34570942.46000001,5374943
DCA-SLC,5094767.400000001,10467107.199999996,5372339
MSY-PHX,4717379.0,10079549.640000002,5362173
OKC-STL,4666402.28000002,10019485.800000006,5353091
GNV-MIA,3696269.519999987,9028012.199999996,5331729
DAY-DCA,8392637.759999948,13717926.25999998,5325281
BOS-STL,9526627.840000035,14828521.119999994,5301901
LIT-STL,4295748.719999974,9577486.100000003,5281743
BNA-CLE,5463077.359999983,10744178.640000002,5281109
ALB-BWI,8701979.759999854,13980314.4,5278310
HNL-MSP,7074518.079999995,12335765.4,5261245
IAH-LEX,3664401.800000005,8923387.200000005,5258980
BUF-MDW,4942614.280000041,10189130.219999995,5246516
ELP-HOU,6946842.240000042,12188535.480000006,5241655
DEN-PHL,28141220.60000049,33371507.520000007,5230296
EGE-ORD,7737511.919999941,12958765.780000005,5221250
DAL-ELP,8879488.920000073,14089729.499999994,5210223
BOI-SJC,5522885.399999983,10729483.5,5206564
DEN-JAX,9857285.140000042,15060860.0,5203656
ATL-PWM,3494407.5999999954,8697678.6,5203263
CLE-STL,4952753.560000021,10138492.199999996,5185737
HNL-SLC,7019040.7599999895,12202309.7,5183266
BIL-PDX,2684557.3200000045,7864576.720000001,5180023
DEN-MIA,24932058.000000093,30085673.83999998,5153604
ELP-SAT,4069587.7199999657,9218268.440000009,5148689
FLL-PHX,8303166.959999991,13437274.4,5134107
IAH-SNA,15540413.999999825,20671759.36000001,5131340
FCA-MSP,3372174.480000013,8500478.86,5128312
MFR-PDX,8099443.919999974,13192788.320000002,5093344
EWR-PSP,5376484.12000001,10462170.400000004,5085684
MCO-SAN,9461174.20000004,14523233.760000002,5062062
GSP-IAH,5055486.240000021,10112842.44,5057355
AUS-STL,4159775.9799999786,9211615.919999996,5051836
PHX-SMF,29629463.80000113,34648145.55999997,5018665
EUG-PHX,3151373.6399999945,8158538.299999998,5007169
MSY-SLC,3852153.320000005,8852849.479999999,5000695
DFW-JAC,6255842.15999999,11239904.119999992,4984065
CHS-DTW,2113799.9600000046,7079185.919999999,4965393
AUS-FLL,8199681.400000053,13158355.14,4958685
ALB-FLL,7240543.319999971,12189871.080000017,4949316
MCO-PHX,21948122.52000018,26885964.55999998,4937853
MKE-SLC,3700793.999999996,8633125.440000003,4932337
PDX-SJC,30421713.520001464,35340767.45999999,4919022
DEN-FLL,28913767.759999312,33831384.46,4917608
ABQ-LAX,18561662.43999972,23476288.80000007,4914632
MIA-SAT,3838993.200000018,8741865.6,4902884
DFW-MSO,3610143.000000012,8510628.0,4900461
FLL-HOU,10333676.239999907,15208212.640000014,4874531
BWI-PIT,5420778.999999955,10290395.920000007,4869621
AUS-SJC,13335648.9999999,18204889.32,4869244
DEN-ONT,11518112.49999996,16377489.6,4859394
MIA-SAV,5453308.600000036,10302773.520000003,4849469
BOS-DTW,27964957.60000081,32812529.200000007,4847624
BOS-SRQ,6268246.7999999765,11104537.920000006,4836297
IAD-OKC,3728480.519999997,8523074.560000002,4794598
LAX-MEM,4755885.75999999,9548571.9,4792680
BOS-MDT,1808214.600000004,6599643.48,4791425
MDW-MHT,4835699.079999981,9612981.0,4777306
GRR-PHX,5038996.319999998,9797246.76,4758248
LAX-MCO,47137382.48000012,51892026.78,4754651
EWR-SJU,19906607.56000005,24660107.12000001,4753492
PIT-RDU,1838213.1200000031,6584020.799999999,4745813
DFW-SJU,5706171.000000019,10442449.919999996,4736274
BNA-LAX,28198714.64000064,32934422.16000004,4735738
IAD-SMF,4139097.879999994,8870884.740000002,4731783
OKC-PHX,11384257.879999992,16098719.840000004,4714486
FSD-PHX,3089403.4800000056,7803031.519999996,4713620
IND-SEA,8919236.599999987,13627245.239999998,4708003
PHX-SFO,46140593.65999933,50847551.93999991,4706985
ALB-MDW,4587993.000000004,9289965.520000003,4701967
PDX-SBA,2709006.6000000103,7404399.6,4695393
MDW-SLC,7964172.480000034,12649956.320000008,4685785
IAH-SJC,5364261.720000012,10045115.7,4680857
BWI-PHX,20683632.20000016,25362784.879999984,4679147
DFW-EYW,2431993.560000002,7108919.839999999,4676930
OGG-ORD,5908303.520000011,10582557.2,4674247
BWI-ROC,5723061.920000022,10396971.62,4673905
HDN-ORD,3930854.660000012,8594990.480000002,4664124
SBP-SEA,2930932.7999999947,7590058.040000003,4659132
DCA-GSP,7172890.480000027,11785277.44000001,4612389
EWR-LAX,69851559.15999828,74461462.03999978,4609861
PDX-STL,4653231.44,9246471.679999996,4593230
DCA-LAN,2218235.759999999,6794060.999999998,4575825
GTF-SEA,2714304.120000002,7288916.040000005,4574616
ECP-HOU,2240776.920000001,6812721.159999998,4571938
BOS-DEN,35016505.159999385,39581917.12000001,4565405
BOS-SAV,5576666.519999996,10135457.279999994,4558786
ICT-SEA,4018493.599999989,8574496.0,4556068
BWI-MKE,5370176.599999972,9892707.279999996,4522531
GEG-LAX,3726768.00000001,8219579.040000004,4492811
BNA-PHX,14136187.880000109,18628075.160000004,4491884
AUS-MCO,10765458.639999969,15256168.159999993,4490718
IAD-SLC,4113518.9200000046,8601304.959999999,4487788
ELP-LAS,5646353.160000036,10132451.759999996,4486105
MQT-ORD,3255511.8000000045,7739148.080000001,4483633
DTW-FLL,28622177.23999949,33100443.3,4478274
BDL-MIA,3955971.919999992,8412832.44,4456867
EGE-IAD,2156236.199999996,6613084.92,4456848
AUS-BWI,6871967.999999961,11286511.439999998,4414536
BUR-SEA,10568309.28000007,14980919.039999988,4412607
PSC-SFO,2484506.400000006,6894152.599999999,4409646
DCA-LIT,3423473.8399999933,7830037.399999999,4406560
PDX-TUS,6169656.159999982,10573858.640000006,4404199
SMF-STL,4578776.720000011,8980071.479999995,4401300
EGE-PHX,1537840.3200000029,5926231.740000002,4388394
KTN-SIT,1288254.3199999942,5674982.539999997,4386724
FLL-MSP,13695743.280000066,18062665.500000004,4366933
DAL-PDX,13138285.159999909,17488464.719999995,4350182
MCI-MSY,3225378.600000003,7575480.199999998,4350111
DAL-IND,3526918.199999988,7871445.120000003,4344528
HOU-TPA,9156878.280000033,13489688.799999991,4332807
PHX-STS,2289564.3600000013,6618330.18,4328761
CVG-LAX,9249842.0,13559645.360000009,4309799
HOU-JAX,3383246.919999986,7685334.9,4302094
ELP-SLC,2221659.4800000014,6491136.820000001,4269473
LGA-ROA,2583649.799999993,6850142.399999998,4266494
MCO-SAT,6090450.719999973,10331328.479999997,4240879
CIU-MSP,2740384.199999996,6971027.439999999,4230645
BNA-ECP,4389149.520000015,8608445.040000005,4219288
ABQ-MCI,2660050.9600000065,6877607.5,4217559
LAS-RDU,9674197.319999956,13879041.599999996,4204848
DCA-PDX,5828494.0,10017369.760000002,4188874
ANC-MSP,4838043.799999992,9023217.119999995,4185178
AVL-IAD,2626394.8000000087,6805714.240000005,4179320
LAS-TUS,7988645.52000002,12166393.599999994,4177739
EAT-SEA,4790018.879999992,8967227.499999994,4177190
BOS-MSY,11412858.000000082,15580968.240000006,4168110
HPN-PBI,16931529.840000045,21089238.48000001,4157712
MSY-SAN,4548147.319999993,8695447.860000003,4147295
SJC-STL,4648003.800000015,8793019.599999992,4145020
ABQ-OAK,5877028.039999966,9994034.200000005,4117005
BWI-OKC,3327249.7999999914,7441890.720000002,4114640
SAT-STL,5969183.40000004,10070091.5,4100909
FLL-SAT,3837500.800000011,7935298.800000001,4097810
FLL-SYR,5149534.279999993,9244440.2,4094925
MTJ-PHX,2350755.599999996,6439873.260000001,4089121
OTH-SFO,2587931.2800000017,6674473.000000004,4086544
BRO-ORD,1303136.399999998,5384928.2,4081792
BOS-SAN,17364154.319999937,21437370.8,4073239
ANC-OGG,3165087.2399999974,7216476.299999997,4051390
CID-DEN,7208475.359999945,11250752.32,4042280
BWI-CMH,7364265.16000005,11401451.999999989,4037188
KTN-WRG,1326749.7200000014,5347301.439999999,4020554
CLT-TUS,2105549.800000002,6124887.5,4019331
LEX-LGA,2502700.2400000007,6521796.12,4019097
MSY-SEA,8160357.520000056,12178696.200000012,4018337
MCO-MEM,5405593.400000028,9423006.239999998,4017406
IND-MCI,3939927.1600000174,7953852.479999999,4013922
MSP-PSP,3929739.6000000127,7943580.81999999,4013837
BUF-MIA,3685733.1999999895,7699467.900000004,4013737
HPN-MCO,9828585.12000006,13840815.599999994,4012228
ALB-MCO,11732839.320000036,15742672.159999996,4009858
DAL-SEA,14171806.799999872,18157409.65999999,3985597
DCA-LAS,5377334.559999985,9357634.439999992,3980304
PDX-STS,2392120.5600000024,6371749.44,3979628
BWI-SAN,17005867.999999873,20982535.99999999,3976688
MCI-MKE,4004694.599999995,7942302.339999999,3937607
ATL-BZN,1875251.399999997,5776711.679999999,3901457
STL-TUL,4489261.320000016,8384376.000000002,3895106
DEN-MKE,17736257.879999805,21628630.85999997,3892367
ICT-PHX,3353388.0000000107,7238153.919999999,3884766
AUS-MSP,6223180.239999969,10100707.380000008,3877520
BNA-PIT,4950960.840000021,8824231.399999997,3873272
MCO-SDF,4579458.359999986,8446370.36,3866913
IND-RSW,13006641.399999848,16872277.200000007,3865651
BWI-MIA,9691752.879999992,13532144.640000006,3840395
DTW-SWF,3340602.2400000114,7172629.26,3832028
FAT-PDX,4957318.080000003,8786297.120000003,3828972
BNA-JAX,6130651.000000039,9954662.34,3824018
MDW-ONT,4461533.600000009,8278103.639999996,3816574
IAH-RNO,3645024.399999992,7460513.220000002,3815493
JNU-SEA,6098266.680000032,9907274.0,3808965
HOU-IND,4030543.759999997,7835985.0,3805437
DTW-ITH,5655053.160000013,9436056.28,3781003
SEA-STL,10273111.799999973,14041790.400000008,3768692
DEN-RKS,4103906.3999999687,7870806.719999996,3766899
HDN-LAX,1695377.5800000026,5449307.920000002,3753930
DAL-JAX,3105256.6399999894,6844930.600000001,3739687
PIT-STL,2904108.160000007,6641651.879999999,3737543
CVG-SLC,5804612.0,9537827.58,3733213
IAD-LWB,1495493.88,5223232.0,3727701
DAL-SLC,4209022.199999985,7893479.72,3684453
SJC-TUS,5665483.619999986,9340229.079999996,3674753
BHM-MDW,4668133.400000005,8328003.200000004,3659867
LAS-MSY,10535765.0,14189897.539999992,3654132
DAL-SJC,15174227.0,18823009.92000001,3648780
LAS-SFO,59974690.16000463,63618884.69999993,3644055
HOU-TUL,7075999.200000016,10710134.400000002,3634133
SFO-SUN,1723159.559999996,5350954.399999998,3627794
CHS-HOU,3503464.120000005,7122305.160000001,3618838
BHM-LAS,4710226.720000021,8323492.160000002,3613269
BNA-TPA,12185336.040000089,15779788.279999996,3594445
DAL-LIT,6681009.120000021,10273620.48,3592605
ABQ-SAN,7933878.960000016,11515100.400000015,3581218
EGE-MIA,4651549.199999983,8230308.279999997,3578762
CMH-FLL,8091363.119999942,11655411.139999988,3564043
BUF-FLL,11425275.36000008,14977667.07999999,3552389
JAX-MSP,2543964.4799999986,6096159.599999995,3552192
GEG-SAN,3669341.9199999934,7220861.639999998,3551524
GEG-PDX,16447948.040000357,19993503.31999997,3545561
ATL-COS,2829722.3600000087,6365234.960000001,3535512
BZN-EWR,4867624.199999983,8398151.1,3530529
BNA-PNS,4216511.759999973,7733835.999999999,3517317
BFL-DFW,1114120.680000001,4628040.919999999,3513920
BUR-SFO,20878150.3999997,24388246.79999999,3510206
DEN-ORF,5557838.800000007,9055380.000000002,3497531
CLE-FLL,11146319.72000006,14642544.940000003,3496206
CVG-PHX,8185876.23999998,11673382.559999986,3487510
ATL-JAC,2706940.1999999965,6187049.600000004,3480102
ABQ-PHX,24038955.039999023,27514771.19999998,3475903
BDL-BWI,12320246.279999966,15789655.440000003,3469421
CPR-SLC,3829585.800000025,7296704.520000003,3467119
KOA-PDX,5841556.799999974,9295205.640000004,3453642
AUS-RDU,2398295.4399999985,5849177.040000002,3450878
FLL-PVD,12090301.959999938,15536882.76,3446595
CVG-FLL,7065873.599999945,10510108.4,3444222
ABR-MSP,4434848.399999966,7875478.440000004,3440637
SEA-SUN,2229201.0,5669711.679999999,3440515
DFW-KOA,3948793.799999994,7386661.399999997,3437864
DSM-PHX,11870491.24000009,15297394.379999992,3426908
HOU-PNS,2382911.520000004,5807783.959999999,3424874
DAL-MCO,16856226.160000186,20273409.63999994,3417183
DEN-MCI,28707608.780000813,32115483.140000045,3407861
CLE-RDU,2355955.439999992,5760720.0,3404748
JFK-SJU,36999017.4000006,40393088.22000004,3394071
HOU-SNA,4028902.7599999816,7401878.559999997,3372977
AUS-MDW,6749556.399999989,10119808.580000002,3370249
ABQ-HOU,8488663.320000041,11853732.599999998,3365067
AUS-DCA,3064011.1000000047,6424700.28,3360690
CMH-HOU,3497520.68000001,6851195.919999995,3353670
DTW-MQT,2858657.7599999905,6212202.360000001,3353544
SAN-STL,12004366.759999914,15352136.279999996,3347768
AUS-SAN,11056271.759999862,14403716.760000007,3347453
DFW-YUM,1218164.759999999,4538997.399999999,3320832
ATL-SJU,18293858.320000347,21599128.760000017,3305268
AUS-PHX,19814048.080000523,23107347.90000001,3293322
LAX-PSP,2094247.8000000047,5383048.0,3288806
HOU-RDU,3776273.0,7062823.999999998,3286549
CHA-LGA,2812071.7200000104,6085698.080000002,3273624
GEG-SJC,3191530.800000008,6458606.280000005,3267072
MFR-PHX,3206940.7200000137,6471890.720000001,3264952
DCA-TPA,21564762.8799996,24824724.98000004,3259953
MCI-RDU,3542242.040000013,6800102.399999999,3257847
CVG-TPA,4837965.519999999,8095321.080000004,3257359
DEN-RSW,11113260.499999924,14362960.499999989,3249699
PHX-ROW,2123989.4399999934,5369858.080000003,3245867
INL-MSP,3428583.59999998,6672741.020000003,3244157
DEN-DIK,4479336.63999998,7722868.0,3243488
PDX-SNA,12886916.519999843,16127138.5,3240219
LAS-ONT,8980272.76000002,12217032.32000002,3236740
GUM-HNL,7676615.599999984,10909533.179999996,3232917
CRP-HOU,7858629.080000063,11089037.720000008,3230397
LAX-MCI,22427872.99999988,25654397.040000003,3226534
PHX-SAF,2471406.0000000093,5696344.599999998,3224941
DEN-LGA,48144607.40000159,51367038.83999991,3222433
BWI-ISP,6911371.199999947,10130134.800000004,3218764
CVG-SEA,2901070.000000003,6115570.440000001,3214500
MDW-MSP,28810216.36000047,32024098.80000002,3213909
FLL-PIT,8740314.959999973,11914712.359999992,3174410
PHX-SLC,39922456.720000654,43093970.20000013,3171498
LAS-SDF,5381238.920000001,8527477.920000002,3146241
DRO-PHX,2429207.3400000045,5573947.520000003,3144740
AUS-MSY,5646029.199999979,8789492.880000008,3143467
ITO-LAX,3443572.9199999943,6562498.800000003,3118924
MCO-SJC,5165216.999999996,8271093.599999996,3105877
JNU-PSG,1390853.7999999975,4485681.360000003,3094828
DAL-SNA,3346908.5199999884,6432764.88,3085860
FLL-MKE,4531069.480000024,7614955.920000002,3083883
BTM-SLC,4303545.959999988,7370333.039999992,3066784
JFK-SAT,6546221.340000023,9602896.140000006,3056669
IAD-STT,4052020.920000008,7098451.679999998,3046431
MDW-SMF,4606595.200000014,7652410.320000006,3045811
LIH-SAN,3534718.440000005,6573694.680000002,3038972
ABQ-BWI,4274593.400000009,7310136.399999999,3035545
DAL-FLL,11484627.6,14505902.400000012,3021286
EGE-SFO,3107774.519999996,6120904.900000001,3013128
BOS-PDX,5878187.880000014,8882403.84,3004209
MIA-TPA,15268209.4400003,18268644.780000035,3000421
HOU-SJC,4213424.799999985,7201226.780000005,2987801
DCA-FLL,25391754.88000029,28360957.519999973,2969229
DAL-ECP,3056961.1199999927,6007688.459999994,2950736
HOU-MCO,13638875.960000131,16582110.89999999,2943202
MIA-PVD,3554437.480000012,6490874.840000002,2936444
MCO-ORF,4895139.4,7826315.980000005,2931183
EWR-TYS,4292494.200000011,7216715.579999999,2924218
MCI-RSW,3832832.499999989,6751618.02,2918785
DEN-HYS,4019925.480000005,6932869.839999997,2912953
DEN-MSN,9884816.95999993,12792237.919999992,2907422
ALB-TPA,3550839.5999999875,6453369.420000006,2902524
IAD-MCO,17009369.599999856,19891156.32000002,2881785
ABQ-MDW,3752758.8399999854,6616723.440000001,2863963
LAX-PHL,44603380.95999939,47466070.09999997,2862692
LAX-MKE,3776921.040000007,6625496.579999999,2848588
DEN-LBB,7886242.560000031,10729084.85999999,2842836
ASE-SFO,6964463.3999999575,9799048.160000006,2834579
ANC-SCC,1667244.959999998,4490438.399999999,2823191
LAX-MTJ,1796123.8799999952,4606295.039999997,2810169
BWI-CLT,24273949.880000625,27083272.800000057,2809429
IAD-MIA,3554609.299999987,6353764.420000004,2799149
IAH-JAC,1188561.599999999,3981899.52,2793339
PHL-RSW,17326805.840000115,20112784.259999983,2785993
AUS-MIA,8534407.900000006,11318237.799999995,2783810
ALW-SEA,3632704.679999978,6412377.119999999,2779664
KOA-SJC,2852231.0400000066,5613000.700000001,2760764
JNU-KTN,1093816.88,3853131.200000001,2759302
PIT-SEA,5215380.0,7968622.800000003,2753242
ANC-PHX,4435361.519999998,7179518.979999998,2744161
DEN-PDX,30221381.899999604,32952075.060000084,2730648
MCI-STL,7787823.64000006,10512555.719999995,2724725
BWI-DTW,18355739.67999968,21076979.76000003,2721250
PHL-STT,3048799.7999999933,5767371.760000001,2718572
AUS-TPA,3275910.640000005,5993961.599999996,2718057
MSY-OAK,4961314.040000006,7678118.000000002,2716802
CLE-DEN,17369964.67999984,20064485.7,2694503
PDX-SMF,21513657.91999996,24206601.61999997,2692956
ALB-MSP,974505.6000000008,3662712.0,2688228
MIA-STX,6588918.119999953,9275542.920000002,2686622
DAL-PIT,3594760.9999999898,6279328.439999996,2684571
RNO-SJC,7962679.199999937,10639000.86000001,2676310
MCO-ORH,3804887.639999987,6476394.719999996,2671510
MCI-PDX,3581254.479999987,6250086.48,2668828
DFW-GNV,954921.0,3615259.680000001,2660339
ANC-LAX,5294248.599999996,7944396.0,2650164
ORD-RNO,1701286.8000000012,4338877.2,2637590
JAX-MDW,3386074.959999991,6012422.279999998,2626353
IND-MCO,20112812.92000004,22737140.099999964,2624287
AUS-LAS,14056691.399999851,16677869.879999992,2621185
CMH-DAL,3941786.15999999,6561248.4,2619463
FLL-IND,9651594.400000086,12264800.940000003,2613207
ATL-MCO,68013851.43999612,70618341.35999982,2604450
MDW-TPA,15853433.960000318,18448315.2,2594915
BWI-IAH,11180298.400000043,13771222.560000014,2590932
GRR-RSW,4817929.319999993,7406820.800000001,2588895
AUS-MCI,2053266.0,4639741.019999999,2586475
CHS-MDW,4891175.6,7461593.28,2570422
ABQ-SEA,4125926.399999988,6670334.880000002,2544405
ATL-MHT,1277715.3200000008,3779569.6,2501853
DAL-SFO,19504032.43999984,21993733.439999983,2489711
BUR-HOU,3224930.0400000024,5710729.7,2485797
HNL-OAK,10788386.879999964,13248311.659999993,2459930
HOU-MDW,20374099.84000013,22832322.60000001,2458274
MSP-SYR,874925.4000000007,3326718.08,2451793
MSY-ORD,22056350.620000385,24506628.519999973,2450291
MCI-SAT,2751347.8000000063,5197171.680000003,2445819
MDW-PVD,5368226.799999984,7813409.120000001,2445185
BWI-MHT,11992707.23999994,14431744.399999993,2439090
GEG-LAS,7662526.480000025,10096990.260000004,2434471
HOU-OKC,9036173.359999962,11467882.340000017,2431720
CMH-MCO,16670874.839999802,19098942.50000002,2428065
BDL-LAX,2328983.760000002,4745292.359999999,2416307
